"lon","lat","company","location","industry"
-88.0684,41.6986,"Ulta Salon Cosmetics & Fragrance","Bolingbrook, IL","Specialty Retailers: Other"
-157.858,21.3069,"Hawaiian Electric Industries","Honolulu, HI","Utilities: Gas and Electric"
-113.568,37.0965,"SkyWest","St. George, UT","Airlines"
-95.998,41.2524,"Green Plains","Omaha, NE","Energy"
-85.853,41.2381,"LVB Acquisition","Warsaw, IN","Medical Products and Equipment"
-73.1241,40.8064,"NBTY","Ronkonkoma, NY","Pharmaceuticals"
-80.8431,35.2271,"Carlisle","Charlotte, NC","Building Materials, Glass"
-79.145,41.8439,"United Refining","Warren, PA","Petroleum Refining"
-122.143,37.4419,"Tesla Motors","Palo Alto, CA","Motor Vehicles and Parts"
-87.6298,41.8781,"Groupon","Chicago, IL","Internet Services and Retailing"
-81.6557,30.3322,"Landstar System","Jacksonville, FL","Trucking, Truck Leasing"
-95.3698,29.7604,"Patterson-UTI Energy","Houston, TX","Oil and Gas Equipment, Services"
-95.3698,29.7604,"EP Energy","Houston, TX","Mining, Crude-Oil Production"
-112.074,33.4484,"ON Semiconductor","Phoenix, AZ","Semiconductors and Other Electronic Components"
-96.6989,33.0198,"Rent-A-Center","Plano, TX","Specialty Retailers: Other"
-75.3699,40.0416,"SunGard Data Systems","Wayne, PA","Financial Data Services"
-80.1373,26.1224,"Citrix Systems","Fort Lauderdale, FL","Network and Other Communications Equipment"
-111.94,33.4255,"Amkor Technology","Tempe, AZ","Semiconductors and Other Electronic Components"
-95.998,41.2524,"TD Ameritrade Holding","Omaha, NE","Securities"
-82.9988,39.9612,"Worthington Industries","Columbus, OH","Metals"
-95.998,41.2524,"Valmont Industries","Omaha, NE","Construction and Farm Machinery"
-71.0589,42.3601,"Iron Mountain","Boston, MA","Diversified Outsourcing Services"
-122.201,47.6104,"Puget Energy","Bellevue, WA","Utilities: Gas and Electric"
-87.6298,41.8781,"CME Group","Chicago, IL","Securities"
-74.0059,40.7128,"IAC/InterActiveCorp","New York, NY","Internet Services and Retailing"
-95.3698,29.7604,"Par Petroleum","Houston, TX","Petroleum Refining"
-111.926,33.4942,"Taylor Morrison Home","Scottsdale, AZ","Homebuilders"
-80.8431,35.2271,"Chiquita Brands International","Charlotte, NC","Food Production"
-74.0059,40.7128,"International Flavors & Fragrances","New York, NY","Chemicals"
-104.99,39.7392,"Whiting Petroleum","Denver, CO","Mining, Crude-Oil Production"
-76.6122,39.2904,"Under Armour","Baltimore, MD","Apparel"
-87.6298,41.8781,"Ventas","Chicago, IL","Real estate"
-98.4936,29.4241,"NuStar Energy","San Antonio, TX","Pipelines"
-77.0086,40.2143,"Select Medical Holdings","Mechanicsburg, PA","Health Care: Medical Facilities"
-81.4023,40.8759,"Diebold","North Canton, OH","Computers, Office Equipment"
-94.7977,29.3013,"American National Insurance","Galveston, TX","Insurance: Life, Health (stock)"
-122.143,37.4419,"Varian Medical Systems","Palo Alto, CA","Medical Products and Equipment"
-112.074,33.4484,"Apollo Education Group","Phoenix, AZ","Education"
-79.81,40.3909,"Westinghouse Air Brake Technologies","Wilmerding, PA","Industrial Machinery"
-121.886,37.3382,"SunPower","San Jose, CA","Energy"
-74.0059,40.7128,"Warner Music Group","New York, NY","Entertainment"
-74.9615,39.8519,"American Water Works","Voorhees, NJ","zMiscellaneous"
-94.5786,39.0997,"H&R Block","Kansas City, MO","Diversified Financials"
-118.244,34.0522,"Mercury General","Los Angeles, CA","Insurance: Property and Casualty (Stock)"
-82.4572,27.9506,"TECO Energy","Tampa, FL","Utilities: Gas and Electric"
-95.3698,29.7604,"Service Corp. International","Houston, TX","zMiscellaneous"
-86.8025,33.5207,"Vulcan Materials","Birmingham, AL","Building Materials, Glass"
-85.7585,38.2527,"Brown-Forman","Louisville, KY","Beverages"
-83.9207,35.9606,"Regal Entertainment Group","Knoxville, TN","Entertainment"
-84.5037,38.0406,"Tempur Sealy International","Lexington, KY","Home Equipment, Furnishings"
-85.6681,42.9634,"Steelcase","Grand Rapids, MI","Home Equipment, Furnishings"
-116.215,43.6187,"MWI Veterinary Supply","Boise, ID","Wholesalers: Diversified"
-97.3308,32.7555,"RadioShack","Fort Worth, TX","Specialty Retailers: Other"
-112.074,33.4484,"Sprouts Farmers Market","Phoenix, AZ","Food and Drug Stores"
-97.1342,32.9412,"Sabre","Southlake, TX","Internet Services and Retailing"
-78.6382,35.7796,"Martin Marietta Materials","Raleigh, NC","Building Materials, Glass"
-82.9988,39.9612,"Huntington Bancshares","Columbus, OH","Commercial Banks"
-71.2356,42.3765,"Alere","Waltham, MA","Medical Products and Equipment"
-87.9536,41.8398,"TreeHouse Foods","Oak Brook, IL","Food Consumer Products"
-90.1994,38.627,"Arch Coal","St. Louis, MO","Mining, Crude-Oil Production"
-121.9,37.4323,"KLA-Tencor","Milpitas, CA","Semiconductors and Other Electronic Components"
-73.5387,41.0534,"Crane","Stamford, CT","Industrial Machinery"
-86.8689,35.9251,"Iasis Healthcare","Franklin, TN","Health Care: Medical Facilities"
-80.8431,35.2271,"Babcock & Wilcox","Charlotte, NC","Industrial Machinery"
-76.7277,39.9626,"Dentsply International","York, PA","Medical Products and Equipment"
-87.6298,41.8781,"Tribune Media","Chicago, IL","Entertainment"
-82.394,34.8526,"ScanSource","Greenville, SC","Wholesalers: Electronics and Office Equipment"
-74.0059,40.7128,"Univision Communications","New York, NY","Entertainment"
-96.797,32.7767,"Brinker International","Dallas, TX","Food Services"
-95.3698,29.7604,"Exterran Holdings","Houston, TX","Oil and Gas Equipment, Services"
-84.388,33.749,"Carter's","Atlanta, GA","Apparel"
-71.199,42.1944,"Analog Devices","Norwood, MA","Semiconductors and Other Electronic Components"
-86.7816,36.1627,"Genesco","Nashville, TN","Specialty Retailers: Apparel"
-83.3671,40.2364,"Scotts Miracle-Gro","Marysville, OH","Chemicals"
-84.512,39.1031,"Convergys","Cincinnati, OH","Diversified Outsourcing Services"
-84.3007,34.1322,"Exide Technologies","Milton, GA","Motor Vehicles and Parts"
-83.1499,42.6584,"WABCO Holdings","Rochester Hills, MI","Motor Vehicles and Parts"
-79.3795,40.3212,"Kennametal","Latrobe, PA","Industrial Machinery"
-119.814,39.5296,"Amerco","Reno, NV","Trucking, Truck Leasing"
-76.7277,39.9626,"Bon-Ton Stores","York, PA","General Merchandisers"
-83.9207,35.9606,"Team Health Holdings","Knoxville, TN","Health Care: Pharmacy and Other Services"
-73.8587,41.0762,"Regeneron Pharmaceuticals","Tarrytown, NY","Pharmaceuticals"
-87.5711,37.9716,"Springleaf Holdings","Evansville, IN","Diversified Financials"
-81.6944,41.4993,"Lincoln Electric Holdings","Cleveland, OH","Industrial Machinery"
-95.3698,29.7604,"Dresser-Rand Group","Houston, TX","Industrial Machinery"
-95.998,41.2524,"West","Omaha, NE","Diversified Outsourcing Services"
-95.4319,29.1694,"Benchmark Electronics","Angleton, TX","Semiconductors and Other Electronic Components"
-73.6982,40.8257,"Pall","Port Washington, NY","Industrial Machinery"
-80.082,35.8826,"Old Dominion Freight Line","Thomasville, NC","Trucking, Truck Leasing"
-73.4151,40.7934,"MSC Industrial Direct","Melville, NY","Wholesalers: Diversified"
-89.5746,44.5236,"Sentry Insurance Group","Stevens Point, WI","Insurance: Property and Casualty (Mutual)"
-90.1994,38.627,"Sigma-Aldrich","St. Louis, MO","Chemicals"
-77.0369,38.9072,"WGL Holdings","Washington, DC","Energy"
-76.7944,40.8626,"Weis Markets","Sunbury, PA","Food and Drug Stores"
-89.1306,31.6941,"Sanderson Farms","Laurel, MS","Food Production"
-122.676,45.5231,"StanCorp Financial Group","Portland, OR","Insurance: Life, Health (stock)"
-81.6944,41.4993,"Hyster-Yale Materials Handling","Cleveland, OH","Industrial Machinery"
-85.56,43.12,"Wolverine World Wide","Rockford, MI","Apparel"
-94.5786,39.0997,"DST Systems","Kansas City, MO","Financial Data Services"
-76.6122,39.2904,"Legg Mason","Baltimore, MD","Securities"
-84.1916,39.7589,"Teradata","Dayton, OH","Computer Software"
-84.388,33.749,"Aaron's","Atlanta, GA","Specialty Retailers: Other"
-104.99,39.7392,"Antero Resources","Denver, CO","Mining, Crude-Oil Production"
-83.4702,42.3714,"Metaldyne Performance Group","Plymouth, MI","Motor Vehicles and Parts"
-97.3308,32.7555,"Range Resources","Fort Worth, TX","Mining, Crude-Oil Production"
-74.0059,40.7128,"Vornado Realty Trust","New York, NY","Real estate"
-115.14,36.1699,"Boyd Gaming","Las Vegas, NV","Hotels, Casinos, Resorts"
-74.6672,40.3573,"Covance","Princeton, NJ","Health Care: Pharmacy and Other Services"
-76.3055,40.0379,"Armstrong World Industries","Lancaster, PA","Building Materials, Glass"
-86.2911,36.2081,"Cracker Barrel Old Country Store","Lebanon, TN","Food Services"
-81.8723,26.6406,"Chico's FAS","Fort Myers, FL","Specialty Retailers: Apparel"
-83.9207,35.9606,"Scripps Networks Interactive","Knoxville, TN","Entertainment"
-85.6681,42.9634,"Universal Forest Products","Grand Rapids, MI","Forest and Paper Products"
-102.078,31.9973,"Concho Resources","Midland, TX","Mining, Crude-Oil Production"
-73.7629,41.034,"ITT","White Plains, NY","Industrial Machinery"
-95.3698,29.7604,"HCC Insurance Holdings","Houston, TX","Insurance: Property and Casualty (Stock)"
-78.6134,42.7678,"Moog","East Aurora, NY","Aerospace and Defense"
-73.454,41.3948,"IMS Health Holdings","Danbury, CT","Health Care: Pharmacy and Other Services"
-96.6989,33.0198,"Cinemark Holdings","Plano, TX","Entertainment"
-96.797,32.7767,"Comerica","Dallas, TX","Commercial Banks"
-87.6298,41.8781,"Equity Residential","Chicago, IL","Real estate"
-118.807,34.1466,"Ryland Group","Westlake Village, CA","Homebuilders"
-79.9959,40.4406,"GNC Holdings","Pittsburgh, PA","Food and Drug Stores"
-94.3985,35.3859,"ArcBest","Fort Smith, AR","Trucking, Truck Leasing"
-87.5711,37.9716,"Vectren","Evansville, IN","Utilities: Gas and Electric"
-80.8431,35.2271,"Curtiss-Wright","Charlotte, NC","Aerospace and Defense"
-81.3792,28.5383,"Tupperware Brands","Orlando, FL","Household and Personal Products"
-95.689,39.0558,"Westar Energy","Topeka, KS","Utilities: Gas and Electric"
-91.1403,30.4583,"Albemarle","Baton Rouge, LA","Chemicals"
-88.3162,42.2411,"AptarGroup","Crystal Lake, IL","Packaging, Containers"
-74.4174,40.8653,"Pinnacle Foods","Parsippany, NJ","Food Consumer Products"
-75.9652,40.3295,"Penn National Gaming","Wyomissing, PA","Hotels, Casinos, Resorts"
-74.0059,40.7128,"J.Crew Group","New York, NY","Specialty Retailers: Apparel"
-84.2963,39.247,"Vantiv","Symmes Township, OH","Financial Data Services"
-94.5786,39.0997,"Kansas City Southern","Kansas City, MO","Railroads"
-90.1994,38.627,"Caleres","St. Louis, MO","Specialty Retailers: Apparel"
-111.659,40.2338,"Nu Skin Enterprises","Provo, UT","Household and Personal Products"
-94.5786,39.0997,"Great Plains Energy","Kansas City, MO","Utilities: Gas and Electric"
-95.3698,29.7604,"Kirby","Houston, TX","zMiscellaneous"
-87.6298,41.8781,"General Growth Properties","Chicago, IL","Real estate"
-73.7176,40.7707,"Broadridge Financial Solutions","Lake Success, NY","Financial Data Services"
-87.8406,42.2586,"Stericycle","Lake Forest, IL","Waste Management"
-84.388,33.749,"Global Payments","Atlanta, GA","Financial Data Services"
-71.4128,41.824,"Nortek","Providence, RI","Industrial Machinery"
-122.676,45.5231,"Schnitzer Steel Industries","Portland, OR","Metals"
-77.436,37.5407,"Universal","Richmond, VA","Tobacco"
-74.0059,40.7128,"ANN","New York, NY","Specialty Retailers: Apparel"
-71.276,42.4906,"Hologic","Bedford, MA","Medical Products and Equipment"
-90.1994,38.627,"Panera Bread","St. Louis, MO","Food Services"
-74.0059,40.7128,"AOL","New York, NY","Internet Services and Retailing"
-104.99,39.7392,"SM Energy","Denver, CO","Mining, Crude-Oil Production"
-77.6109,43.161,"Paychex","Rochester, NY","Diversified Outsourcing Services"
-117.161,32.7157,"PriceSmart","San Diego, CA","Specialty Retailers: Other"
-122.531,37.9735,"Autodesk","San Rafael, CA","Computer Software"
-70.8262,42.5591,"Affiliated Managers Group","Prides Crossing, MA","Securities"
-78.7378,42.9639,"Tops Holding","Williamsville, NY","Food and Drug Stores"
-95.3698,29.7604,"Dynegy","Houston, TX","Energy"
-82.9988,39.9612,"DSW","Columbus, OH","Specialty Retailers: Apparel"
-75.5138,40.0362,"Vishay Intertechnology","Malvern, PA","Semiconductors and Other Electronic Components"
-82.9988,39.9612,"Mettler-Toledo International","Columbus, OH","Scientific,Photographic and Control Equipment"
-90.4298,38.7131,"SunEdison","Maryland Heights, MO","Semiconductors and Other Electronic Components"
-118.145,34.1478,"Tetra Tech","Pasadena, CA","Engineering, Construction"
-73.6812,42.7926,"Momentive Performance Materials","Waterford, NY","Chemicals"
-75.9269,40.3356,"EnerSys","Reading, PA","Electronics, Electrical Equip."
-93.265,44.9778,"Donaldson","Minneapolis, MN","Industrial Machinery"
-79.9959,40.4406,"EQT","Pittsburgh, PA","Energy"
-117.566,33.8753,"Monster Beverage","Corona, CA","Beverages"
-71.4948,42.8679,"PC Connection","Merrimack, NH","Specialty Retailers: Other"
-84.9877,32.461,"Total System Services","Columbus, GA","Financial Data Services"
-90.049,35.1495,"ServiceMaster Global Holdings","Memphis, TN","Diversified Outsourcing Services"
-81.6944,41.4993,"Medical Mutual of Ohio","Cleveland, OH","Insurance: Life, Health (Mutual)"
-81.6944,41.4993,"Applied Industrial Technologies","Cleveland, OH","Wholesalers: Diversified"
-121.886,37.3382,"Maxim Integrated Products","San Jose, CA","Semiconductors and Other Electronic Components"
-97.5164,35.4676,"OGE Energy","Oklahoma City, OK","Utilities: Gas and Electric"
-81.6098,41.1278,"A. Schulman","Fairlawn, OH","Chemicals"
-122.236,37.4852,"Equinix","Redwood City, CA","Telecommunications"
-80.2566,26.167,"Mednax","Sunrise, FL","Health Care: Pharmacy and Other Services"
-84.388,33.749,"Equifax","Atlanta, GA","Financial Data Services"
-117.795,33.6839,"Standard Pacific","Irvine, CA","Homebuilders"
-96.6989,33.0198,"Denbury Resources","Plano, TX","Mining, Crude-Oil Production"
-104.99,39.7392,"Cimarex Energy","Denver, CO","Mining, Crude-Oil Production"
-74.0059,40.7128,"Mutual of America Life Insurance","New York, NY","Insurance: Life, Health (Mutual)"
-118.244,34.0522,"Guess","Los Angeles, CA","Apparel"
-90.1994,38.627,"Post Holdings","St. Louis, MO","Food Consumer Products"
-86.8025,33.5207,"HealthSouth","Birmingham, AL","Health Care: Medical Facilities"
-94.6708,38.9822,"Ferrellgas Partners","Overland Park, KS","Energy"
-118.244,34.0522,"KB Home","Los Angeles, CA","Homebuilders"
-71.0589,42.3601,"Boston Properties","Boston, MA","Real estate"
-122.036,37.3688,"Trimble Navigation","Sunnyvale, CA","Scientific,Photographic and Control Equipment"
-118.838,34.1706,"Teledyne Technologies","Thousand Oaks, CA","Scientific,Photographic and Control Equipment"
-84.388,33.749,"Acuity Brands","Atlanta, GA","Electronics, Electrical Equip."
-118.411,33.8847,"Skechers U.S.A.","Manhattan Beach, CA","Apparel"
-121.886,37.3382,"Xilinx","San Jose, CA","Semiconductors and Other Electronic Components"
-88.4626,44.1858,"Plexus","Neenah, WI","Semiconductors and Other Electronic Components"
-95.4613,30.1658,"Newfield Exploration","The Woodlands, TX","Mining, Crude-Oil Production"
-81.6944,41.4993,"TransDigm Group","Cleveland, OH","Aerospace and Defense"
-86.118,39.9784,"Kar Auction Services","Carmel, IN","Wholesalers: Diversified"
-90.049,35.1495,"Mueller Industries","Memphis, TN","Industrial Machinery"
-111.891,40.7608,"Zions Bancorp.","Salt Lake City, UT","Commercial Banks"
-95.1903,30.0575,"Insperity","Kingwood, TX","Diversified Outsourcing Services"
-73.6282,41.0262,"XPO Logistics","Greenwich, CT","Transportation and Logistics"
-88.1227,42.063,"Sears Hometown & Outlet Stores","Hoffman Estates, IL","Specialty Retailers: Other"
-87.9065,43.0389,"A.O. Smith","Milwaukee, WI","Electronics, Electrical Equip."
-78.8256,35.8235,"Alliance One International","Morrisville, NC","Tobacco"
-74.0059,40.7128,"Take-Two Interactive Software","New York, NY","Computer Software"
-86.1581,39.7684,"hhgregg","Indianapolis, IN","Specialty Retailers: Other"
-84.388,33.749,"RPC","Atlanta, GA","Oil and Gas Equipment, Services"
-77.436,37.5407,"NewMarket","Richmond, VA","Chemicals"
-77.3861,38.9696,"Beacon Roofing Supply","Herndon, VA","Wholesalers: Diversified"
-117.795,33.6839,"Edwards Lifesciences","Irvine, CA","Medical Products and Equipment"
-66.1057,18.4663,"Triple-S Management","San Juan, PR","Health Care: Insurance and Managed Care"
-157.858,21.3069,"Hawaiian Holdings","Honolulu, HI","Airlines"
-74.6672,40.3573,"Heartland Payment Systems","Princeton, NJ","Financial Data Services"
-90.1994,38.627,"Belden","St. Louis, MO","Electronics, Electrical Equip."
-95.9928,36.154,"Magellan Midstream Partners","Tulsa, OK","Pipelines"
-122.201,47.6104,"Outerwall","Bellevue, WA","Specialty Retailers: Other"
-87.829,42.1275,"KapStone Paper & Packaging","Northbrook, IL","Packaging, Containers"
-95.9928,36.154,"Alliance Holdings","Tulsa, OK","Mining, Crude-Oil Production"
-71.1523,42.4793,"Skyworks Solutions","Woburn, MA","Semiconductors and Other Electronic Components"
-76.723,39.19,"Ciena","Hanover, MD","Network and Other Communications Equipment"
-121.757,36.9102,"Granite Construction","Watsonville, CA","Engineering, Construction"
-79.9959,40.4406,"Education Management","Pittsburgh, PA","Education"
-73.8201,41.0551,"Party City Holdings","Elmsford, NY","Specialty Retailers: Other"
-117.795,33.6839,"HCP","Irvine, CA","Real estate"
-71.2356,42.3765,"Parexel International","Waltham, MA","Health Care: Pharmacy and Other Services"
-77.1773,38.9339,"Delta Tucker Holdings","McLean, VA","Aerospace and Defense"
-115.14,36.1699,"Pinnacle Entertainment","Las Vegas, NV","Hotels, Casinos, Resorts"
-90.1994,38.627,"Stifel Financial","St. Louis, MO","Securities"
-90.1009,30.4755,"Pool","Covington, LA","Wholesalers: Diversified"
-90.3237,38.6426,"Olin","Clayton, MO","Chemicals"
-72.9279,41.3083,"Knights of Columbus","New Haven, CT","Insurance: Life, Health (Mutual)"
-71.2356,42.3765,"PerkinElmer","Waltham, MA","Scientific,Photographic and Control Equipment"
-72.9106,41.5084,"Alexion Pharmaceuticals","Cheshire, CT","Pharmaceuticals"
-104.988,39.6478,"IHS","Englewood, CO","Financial Data Services"
-95.3698,29.7604,"Oil States International","Houston, TX","Oil and Gas Equipment, Services"
-91.0432,41.4245,"HNI","Muscatine, IA","Home Equipment, Furnishings"
-122.084,37.3861,"LinkedIn","Mountain View, CA","Internet Services and Retailing"
-83.6875,43.0125,"Diplomat Pharmacy","Flint, MI","Food and Drug Stores"
-121.886,37.3382,"Brocade Communications Systems","San Jose, CA","Network and Other Communications Equipment"
-122.671,45.4207,"Greenbrier Cos.","Lake Oswego, OR","Transportation Equipment"
-74.0059,40.7128,"AMC Networks","New York, NY","Entertainment"
-87.6298,41.8781,"Kemper","Chicago, IL","Insurance: Property and Casualty (Stock)"
-84.388,33.749,"Ocwen Financial","Atlanta, GA","Diversified Financials"
-118.255,34.1425,"Public Storage","Glendale, CA","zMiscellaneous"
-122.156,37.7249,"TriNet Group","San Leandro, CA","Diversified Outsourcing Services"
-75.1652,39.9526,"Chemtura","Philadelphia, PA","Chemicals"
-122.201,47.6104,"Symetra Financial","Bellevue, WA","Insurance: Life, Health (stock)"
-83.3527,42.3684,"Tower International","Livonia, MI","Motor Vehicles and Parts"
-111.926,33.4942,"Meritage Homes","Scottsdale, AZ","Homebuilders"
-104.99,39.7392,"MarkWest Energy Partners","Denver, CO","Pipelines"
-122.289,38.0171,"Bio-Rad Laboratories","Hercules, CA","Medical Products and Equipment"
-122.444,47.2529,"TrueBlue","Tacoma, WA","Temporary Help"
-95.3698,29.7604,"Cabot Oil & Gas","Houston, TX","Mining, Crude-Oil Production"
-75.9652,40.3295,"Carpenter Technology","Wyomissing, PA","Metals"
-93.2983,44.8408,"Toro","Bloomington, MN","Construction and Farm Machinery"
-93.7113,41.5772,"American Equity Investment Life Holding","West Des Moines, IA","Insurance: Life, Health (stock)"
-82.9988,39.9612,"Express","Columbus, OH","Specialty Retailers: Apparel"
-77.6109,43.161,"Eastman Kodak","Rochester, NY","Scientific,Photographic and Control Equipment"
-73.7176,40.7707,"Hain Celestial Group","Lake Success, NY","Food Consumer Products"
-97.015,32.9546,"Nationstar Mortgage Holdings","Coppell, TX","Diversified Financials"
-87.8406,42.2586,"IDEX","Lake Forest, IL","Industrial Machinery"
-66.0602,18.4294,"Popular","Hato Rey, PR","Commercial Banks"
-95.998,41.2524,"Werner Enterprises","Omaha, NE","Trucking, Truck Leasing"
-122.201,47.6104,"Esterline Technologies","Bellevue, WA","Aerospace and Defense"
-122.036,37.3688,"Intuitive Surgical","Sunnyvale, CA","Medical Products and Equipment"
-86.1581,39.7684,"Allison Transmission Holdings","Indianaoplis, IN","Motor Vehicles and Parts"
-95.9928,36.154,"SemGroup","Tulsa, OK","Pipelines"
-115.14,36.1699,"Southwest Gas","Las Vegas, NV","Utilities: Gas and Electric"
-74.0059,40.7128,"G-III Apparel Group","New York, NY","Apparel"
-78.7378,42.9639,"National Fuel Gas","Williamsville, NY","Utilities: Gas and Electric"
-93.09,44.9537,"H.B. Fuller","St. Paul, MN","Chemicals"
-75.1285,40.1784,"Penn Mutual Life Insurance","Horsham, PA","Insurance: Life, Health (stock)"
-74.0059,40.7128,"RCS Capital","New York, NY","Securities"
-122.676,45.5231,"Columbia Sportswear","Portland, OR","Apparel"
-71.4418,41.911,"Amica Mutual Insurance","Lincoln, RI","Insurance: Property and Casualty (Mutual)"
-96.797,32.7767,"Primoris Services","Dallas, TX","Engineering, Construction"
-86.8025,33.5207,"Energen","Birmingham, AL","Mining, Crude-Oil Production"
-87.9065,43.0389,"Rexnord","Milwaukee, WI","Industrial Machinery"
-97.5164,35.4676,"Seventy Seven Energy","Oklahoma City, OK","Oil and Gas Equipment, Services"
-95.4613,30.1658,"Waste Connections","The Woodlands, TX","Waste Management"
-75.1652,39.9526,"Pep Boys-Manny, Moe & Jack","Philadelphia, PA","Specialty Retailers: Other"
-76.92,40.2398,"Harsco","Camp Hill, PA","Metals"
-74.0643,40.3471,"Hovnanian Enterprises","Red Bank, NJ","Homebuilders"
-95.3698,29.7604,"Willbros Group","Houston, TX","Oil and Gas Equipment, Services"
-83.1141,40.0992,"Wendy's","Dublin, OH","Food Services"
-115.14,36.1699,"International Game Technology","Las Vegas, NV","Industrial Machinery"
-122.084,37.3861,"Synopsys","Mountain View, CA","Computer Software"
-73.7629,41.034,"Universal American","White Plains, NY","Health Care: Insurance and Managed Care"
-87.979,41.9634,"AAR","Wood Dale, IL","Aerospace and Defense"
-74.7524,41.1465,"Selective Insurance Group","Branchville, NJ","Insurance: Property and Casualty (Stock)"
-73.5387,41.0534,"Gartner","Stamford, CT","Information Technology Services"
-74.0059,40.7128,"E*Trade Financial","New York, NY","Securities"
